Name,Type,Items,Icons,Tiers,Weights,Drop Rates,Value,Nodes,Rollup
Stone Daffodil Pinecone Poppy,Node,"Stone (https://www.notion.so/Stone-1980220c388481b69b72c03c74da514b?pvs=21), Daffodil (https://www.notion.so/Daffodil-1980220c3884818a88dbdb2cebbfbcd2?pvs=21), Pine Cone (https://www.notion.so/Pine-Cone-1980220c388481d497cce0dcebb74e07?pvs=21), Black Poppy (https://www.notion.so/Black-Poppy-1980220c38848186b718ea3a17c69348?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/aad35707-85dd-4d6d-ba42-182192038a87/stone_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/76fdec0b-b723-4d68-95c1-6dfb14ea6e47/daffodil_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/50ba073b-97de-4590-b48b-6efa0af70a35/pine_cone_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/d042b778-57b3-454e-a323-536a90f1e152/black_poppy_native.png","9, 7, 7, 2","256,64,64,2","66.32%,16.58%,16.58%,0.52%",,Deeper Forest Path (https://www.notion.so/Deeper-Forest-Path-1dc0220c3884806c9608cd20922fba3d?pvs=21),"Common,Uncommon,Uncommon,Rare"
Bottle Stick Burger,Node,"Plastic Bottle (https://www.notion.so/Plastic-Bottle-1980220c38848175999ec55a5c7aacde?pvs=21), Wooden Stick (https://www.notion.so/Wooden-Stick-1980220c38848170a107f07f797ae367?pvs=21), Cheeseburger (https://www.notion.so/Cheeseburger-1980220c38848170aae3c96fe154c10a?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/09211a16-6f2b-42e1-910a-85b7f4b0c7b2/plastic_bottle_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/afe600f8-2404-4be9-9cb3-8d17ae800cbb/wooden_stick_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/34c75407-cf8c-41a8-81b2-fe2697d6f4a7/cheeseburger_native.png","9, 9, 7","256,256,64","44.44%,44.44%,11.11%",,Forest Hut (https://www.notion.so/Forest-Hut-1dc0220c388480cab6a2d386d4126b94?pvs=21),"Uncommon,Common,Uncommon"
Stick Resin Poppy,Node,"Wooden Stick (https://www.notion.so/Wooden-Stick-1980220c38848170a107f07f797ae367?pvs=21), Resin (https://www.notion.so/Resin-1980220c388481edb59bfe42fb2e0428?pvs=21), Black Poppy (https://www.notion.so/Black-Poppy-1980220c38848186b718ea3a17c69348?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/afe600f8-2404-4be9-9cb3-8d17ae800cbb/wooden_stick_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/f0287279-ee36-468e-8fbe-39e5a7efc3ae/resin_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/d042b778-57b3-454e-a323-536a90f1e152/black_poppy_native.png","9,7,2","256,64,2","79.5%,19.88%,0.62%",,"Murky Forest Path (https://www.notion.so/Murky-Forest-Path-1b90220c388481599aacc64940fb19ad?pvs=21), Parting Path (https://www.notion.so/Parting-Path-1b90220c3884819c975cc2b726213760?pvs=21)","Common,Uncommon,Rare"
"Bottle Scrap Resin ",Node,"Plastic Bottle (https://www.notion.so/Plastic-Bottle-1980220c38848175999ec55a5c7aacde?pvs=21), Scrap Metal (https://www.notion.so/Scrap-Metal-1980220c388481208709f51dc96eb2eb?pvs=21), Resin (https://www.notion.so/Resin-1980220c388481edb59bfe42fb2e0428?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/09211a16-6f2b-42e1-910a-85b7f4b0c7b2/plastic_bottle_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/94b1353d-5a2c-45cc-9fd4-567b8034baf3/scrap_metal_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/f0287279-ee36-468e-8fbe-39e5a7efc3ae/resin_native.png","9,9,7","256,256,64","44.44%,44.44%,11.11%",,Scrap-Littered Undergrowth (https://www.notion.so/Scrap-Littered-Undergrowth-1b90220c38848144b564fd275ea6b1de?pvs=21),"Uncommon,Common,Uncommon"
Stone Shroom,Node,"Stone (https://www.notion.so/Stone-1980220c388481b69b72c03c74da514b?pvs=21), Sanguine Shroom (https://www.notion.so/Sanguine-Shroom-1de0220c388480bfbdbac83a0c1b6f93?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/aad35707-85dd-4d6d-ba42-182192038a87/stone_native.png,attachment:964c5a1f-ca59-497d-b4d8-d14fab87a456:bruised_mushroom_native.png","9, 7","256,64","80%,20%",,Ancient Forest Entrance (https://www.notion.so/Ancient-Forest-Entrance-1b90220c388481849d06d68f5be13be6?pvs=21),"Common,Uncommon"
Stick Cone Berry,Node,"Wooden Stick (https://www.notion.so/Wooden-Stick-1980220c38848170a107f07f797ae367?pvs=21), Pine Cone (https://www.notion.so/Pine-Cone-1980220c388481d497cce0dcebb74e07?pvs=21), Chalkberry (https://www.notion.so/Chalkberry-2080220c38848008baf9e0ffd7b3e254?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/afe600f8-2404-4be9-9cb3-8d17ae800cbb/wooden_stick_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/50ba073b-97de-4590-b48b-6efa0af70a35/pine_cone_native.png,attachment:9024c511-a3d3-4e59-8e55-0e8ba15a85f7:chalkberry_native.png","8,6,6","128,32,32","66.67%,16.67%,16.67%",,Lost Skeleton (https://www.notion.so/Lost-Skeleton-1b90220c38848177828edc92464e6fb0?pvs=21),"Common,Uncommon,Uncommon"
Drop Table 4,Item,"“Cultivation I” Spell Card (https://www.notion.so/Cultivation-I-Spell-Card-1de0220c3884800ab32ede38b5683a57?pvs=21), “Neith’s River of Life” Spell Card (https://www.notion.so/Neith-s-River-of-Life-Spell-Card-1de0220c3884809cb7f4c4cd6956b94c?pvs=21), “Cultivation II” Spell Card (https://www.notion.so/Cultivation-II-Spell-Card-1de0220c3884804da3f9e2f8acb8b282?pvs=21), “Paeon's Field of Flowers” Spell Card (https://www.notion.so/Paeon-s-Field-of-Flowers-Spell-Card-1de0220c388480e3aa24df9606750457?pvs=21), “Cultivation III” Spell Card (https://www.notion.so/Cultivation-III-Spell-Card-1de0220c388480579817e553d8ce8d2e?pvs=21), “Melkarth’s Heroic Awakening” Spell Card (https://www.notion.so/Melkarth-s-Heroic-Awakening-Spell-Card-1de0220c38848099b917ed89022453a6?pvs=21)","attachment:6e92472e-e454-4150-9b94-b55fa95832f6:lily_sprout_card_native.png,attachment:6cc00f4f-2272-45eb-a803-dba5800e4797:river_of_life_card_native.png,attachment:faca5376-4427-4f2e-aacc-52bc6573bfec:flower_bud_card_native.png,attachment:abeb4152-99f5-445b-a0ae-793aa559b9d0:field_of_flowers_card_native.png,attachment:1ad88573-3932-4baf-88f0-84ad350b36fe:lotus_bud_card_native.png,attachment:10e15e43-da59-4d66-9416-534b3378a1a7:heroic_awakening_card_native.png","9, 8, 7, 6, 5, 4","256,128,64,32,16,8","50.79%,25.4%,12.7%,6.35%,3.17%,1.59%",,,"Uncommon,Rare,Uncommon,Rare,Rare,Rare"
Drop Table 3,Item,"Fetid Egg (https://www.notion.so/Fetid-Egg-24c0220c38848032b221ef0d8f6b5b2a?pvs=21), Half Heart Crystal (https://www.notion.so/Half-Heart-Crystal-24c0220c388480bda698fe1cf1cdb14e?pvs=21), Teardrop Jewel (https://www.notion.so/Teardrop-Jewel-24c0220c388480e0a0c9fa767e9d1279?pvs=21), Inverted Teardrop Jewel (https://www.notion.so/Inverted-Teardrop-Jewel-24c0220c3884803aa92ad955fd5ab0fd?pvs=21), Full Heart Crystal (https://www.notion.so/Full-Heart-Crystal-24c0220c3884802c9ca1cc1db29533b0?pvs=21), Ash Pearl (https://www.notion.so/Ash-Pearl-24c0220c3884803da9d1ca41a03c6341?pvs=21), Great Heart Crystal (https://www.notion.so/Great-Heart-Crystal-24c0220c38848027981dc95a2ea2957a?pvs=21), Fuliginous Ooze (https://www.notion.so/Fuliginous-Ooze-24c0220c3884803e948be5be79d7145e?pvs=21)","attachment:d7b1c32d-a141-43a0-b35b-12b689bfbfc1:raw_yolk_native.png,attachment:f38d24eb-d3aa-4a0d-bcd6-9e8d42686ee4:half_heart_crystal_native.png,attachment:61f77a64-bacf-4f68-8294-8951a11b4423:teardrop_jewel_native.png,attachment:e1699e66-f8f1-46d9-aa5f-6f430729655d:inverted_teardrop_jewel_native.png,attachment:064c464b-11a9-4d62-8f48-d3410e0f4ba8:full_heart_crystal_native.png,attachment:de8d1025-41b2-4ebd-b38a-3a6e1508642f:ash_pearl_native.png,attachment:bcaf3ec6-54fc-49dd-abc6-d72a73adccf4:kami_crystal_native.png,attachment:1895630a-e016-40b7-b6b1-3ca478d5326b:black_ooze_native.png","9, 9, 7, 7, 5, 5, 4, 2","256,256,64,64,16,16,8,2","37.54%,37.54%,9.38%,9.38%,2.35%,2.35%,1.17%,0.29%",,,"Uncommon,Uncommon,Rare,Rare,Rare,Rare,Epic,Epic"
Pipe Butt Burger,Node,"Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Cheeseburger (https://www.notion.so/Cheeseburger-1980220c38848170aae3c96fe154c10a?pvs=21)","attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/34c75407-cf8c-41a8-81b2-fe2697d6f4a7/cheeseburger_native.png","9, 9, 7","256,256,64","44.44%,44.44%,11.11%",,"Temple Cave (https://www.notion.so/Temple-Cave-2790220c388480cf85c5e0dca7f3fabf?pvs=21), Black Pool (https://www.notion.so/Black-Pool-2790220c388480c496dddf51dd2a86d6?pvs=21)","Common,Common,Uncommon"
Stems Shroom Scale Talisman,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Sanguine Shroom (https://www.notion.so/Sanguine-Shroom-1de0220c388480bfbdbac83a0c1b6f93?pvs=21), Honeydew Scale (https://www.notion.so/Honeydew-Scale-2270220c3884805c83bbd51806e3576b?pvs=21), Flash Talisman (https://www.notion.so/Flash-Talisman-24c0220c388480239f9bf2c428cda31d?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:964c5a1f-ca59-497d-b4d8-d14fab87a456:bruised_mushroom_native.png,attachment:0e7c713d-54d8-4f55-ab6b-8d6671fb8394:honeydew_scale_native.png,attachment:66310cc3-e31e-4d2c-8f55-b380b1a68d47:flash_talisman_native.png","9, 8, 6, 4","256,128,32,8","60.38%,30.19%,7.55%,1.89%",,Cave Crossroads (https://www.notion.so/Cave-Crossroads-2790220c3884808ba984f50af9b4b9d5?pvs=21),"Common,Uncommon,Rare,Epic"
Pipe Burger Cone Hearing,Node,"Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Cheeseburger (https://www.notion.so/Cheeseburger-1980220c38848170aae3c96fe154c10a?pvs=21), Pine Cone (https://www.notion.so/Pine-Cone-1980220c388481d497cce0dcebb74e07?pvs=21), Essence of Hearing (https://www.notion.so/Essence-of-Hearing-24c0220c388480508abad88292a2c79a?pvs=21)","attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/34c75407-cf8c-41a8-81b2-fe2697d6f4a7/cheeseburger_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/50ba073b-97de-4590-b48b-6efa0af70a35/pine_cone_native.png,attachment:41d6edb4-de97-4c91-b4bb-e9fb61ad3edf:essence_of_hearing_native.png","9, 7, 7, 5","256,64,64,16","64%,16%,16%,4%",,Techno Temple (https://www.notion.so/Techno-Temple-2790220c388480d58d75eff5db01fe22?pvs=21),"Common,Uncommon,Uncommon,Rare"
Chunk Butt Pansy,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Blue Pansy (https://www.notion.so/Blue-Pansy-2270220c388480748a25f46df50cfd9a?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:b500b65f-acf6-4ef8-b03f-01b4595fbdb2:blue_pansy_native.png","9, 9, 9","256,256,256","33.33%,33.33%,33.33%",,"Boulder Tunnel (https://www.notion.so/Boulder-Tunnel-2790220c388480e6a796c65ee4a4f9c1?pvs=21), Slippery Pit (https://www.notion.so/Slippery-Pit-2790220c38848027b795fc95e0f7df11?pvs=21), Flower Mural (https://www.notion.so/Flower-Mural-2790220c388480e499c1d53f54da3b29?pvs=21)","Common,Common,Uncommon"
Butt Stems Berry Smell,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Chalkberry (https://www.notion.so/Chalkberry-2080220c38848008baf9e0ffd7b3e254?pvs=21), Essence of Smell (https://www.notion.so/Essence-of-Smell-24c0220c388480169487fcb543312a5a?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:9024c511-a3d3-4e59-8e55-0e8ba15a85f7:chalkberry_native.png,attachment:04d33def-0be9-4cbc-9127-ef889e7206b2:essence_of_scent_native.png","9, 9, 8, 6","256,256,128,32","38.1%,38.1%,19.05%,4.76%",,Lotus Pool (https://www.notion.so/Lotus-Pool-2790220c388480b983bcfbb52e19b351?pvs=21),"Common,Common,Uncommon,Rare"
Chunk Pipe Pansy,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Blue Pansy (https://www.notion.so/Blue-Pansy-2270220c388480748a25f46df50cfd9a?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,attachment:b500b65f-acf6-4ef8-b03f-01b4595fbdb2:blue_pansy_native.png","9, 9, 8","256,256,128","40%,40%,20%",,"Still Stream (https://www.notion.so/Still-Stream-2790220c388480db98b9f0fddc321d7a?pvs=21), Canyon Bridge (https://www.notion.so/Canyon-Bridge-2790220c388480eebb23e5e9038cb132?pvs=21)","Common,Common,Uncommon"
Butt Pipe Scale,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Honeydew Scale (https://www.notion.so/Honeydew-Scale-2270220c3884805c83bbd51806e3576b?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,attachment:0e7c713d-54d8-4f55-ab6b-8d6671fb8394:honeydew_scale_native.png","9, 9, 8","256,256,128","40%,40%,20%",,Shabby Deck (https://www.notion.so/Shabby-Deck-2790220c38848028b7b2f55a51b77a56?pvs=21),"Common,Common,Rare"
Chunk Pipe Shroom Touch,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Sanguine Shroom (https://www.notion.so/Sanguine-Shroom-1de0220c388480bfbdbac83a0c1b6f93?pvs=21), Essence of Touch (https://www.notion.so/Essence-of-Touch-24c0220c38848025ba7fe93942434d8c?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,attachment:964c5a1f-ca59-497d-b4d8-d14fab87a456:bruised_mushroom_native.png,attachment:0a00a056-f944-43ec-9591-4fc4f2d6ac94:essence_of_touch_native.png","9, 9, 8, 6","256,256,128,32","38.1%,38.1%,19.05%,4.76%",,Hatch to Nowhere (https://www.notion.so/Hatch-to-Nowhere-2790220c388480c68bb6cedce342c7fa?pvs=21),"Common,Common,Uncommon,Rare"
Butt Pipe Driver,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Screwdriver (https://www.notion.so/Screwdriver-1980220c388481f9ae9dcc9d0e000386?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/1ba78ad6-2fab-4125-b05e-7982faa27d35/screwdriver_native.png","9, 9, 2","256,256,2","49.81%,49.81%,0.39%",,Broken Tube (https://www.notion.so/Broken-Tube-2790220c3884804389d0e50918f7d89a?pvs=21),"Common,Common,Epic"
Butt Chunk Apple Dust,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Golden Apple (https://www.notion.so/Golden-Apple-2270220c388480e4af37ea2b2e8960c7?pvs=21), Holy Dust (https://www.notion.so/Holy-Dust-1980220c38848170b8ecdd102cdb8e66?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:f54d3841-aa86-4c0f-8dd4-d25a695b3e7c:golden_apple_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/0ffce8b6-750d-4bc6-beaf-d4b494f502e0/holy_dust_native.png","9, 9, 6, 4","256,256,32,8","46.38%,46.38%,5.8%,1.45%",,Engraved Door (https://www.notion.so/Engraved-Door-2790220c388480f398efe110b76668bb?pvs=21),"Common,Common,Rare,Rare"
Chunk Berry Floss,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Chalkberry (https://www.notion.so/Chalkberry-2080220c38848008baf9e0ffd7b3e254?pvs=21), Rock Candyfloss (https://www.notion.so/Rock-Candyfloss-24c0220c3884806d9f5ec51625debbbd?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:9024c511-a3d3-4e59-8e55-0e8ba15a85f7:chalkberry_native.png,attachment:bdcf6335-1412-42df-b177-003622711201:kami_kone_native.png","9, 7, 6","256,64,32","72.73%,18.18%,9.09%",,Flood Mural (https://www.notion.so/Flood-Mural-2790220c38848050a7cacc7e47689195?pvs=21),"Common,Uncommon,Uncommon"
Stems Shroom Taste,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Sanguine Shroom (https://www.notion.so/Sanguine-Shroom-1de0220c388480bfbdbac83a0c1b6f93?pvs=21), Essence of Taste (https://www.notion.so/Essence-of-Taste-24c0220c38848087abd2fb96f50c0958?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:964c5a1f-ca59-497d-b4d8-d14fab87a456:bruised_mushroom_native.png,attachment:add09c4d-9807-45ca-a1df-33d3e7237b50:essence_of_taste_native.png","9, 7, 5","256,64,16","76.19%,19.05%,4.76%",,Fungus Garden (https://www.notion.so/Fungus-Garden-2790220c38848023b7e2d5c16a31d300?pvs=21),"Common,Uncommon,Rare"
Stems Chunk Scale,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Honeydew Scale (https://www.notion.so/Honeydew-Scale-2270220c3884805c83bbd51806e3576b?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:0e7c713d-54d8-4f55-ab6b-8d6671fb8394:honeydew_scale_native.png","9, 9, 7","256,256,64","44.44%,44.44%,11.11%",,Thriving Mushrooms (https://www.notion.so/Thriving-Mushrooms-2790220c38848061b63acad94d5b3f61?pvs=21),"Common,Common,Rare"
Butt Stems Shroom Pansy,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Blue Pansy (https://www.notion.so/Blue-Pansy-2270220c388480748a25f46df50cfd9a?pvs=21), Sanguine Shroom (https://www.notion.so/Sanguine-Shroom-1de0220c388480bfbdbac83a0c1b6f93?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:b500b65f-acf6-4ef8-b03f-01b4595fbdb2:blue_pansy_native.png,attachment:964c5a1f-ca59-497d-b4d8-d14fab87a456:bruised_mushroom_native.png","9, 9, 8, 7","256,256,128,64","36.36%,36.36%,18.18%,9.09%",,Abandoned Campsite (https://www.notion.so/Abandoned-Campsite-2790220c3884801c8230e370f27469b3?pvs=21),"Common,Common,Uncommon,Uncommon"
Stems Pipe Berry Apple Root,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Chalkberry (https://www.notion.so/Chalkberry-2080220c38848008baf9e0ffd7b3e254?pvs=21), Golden Apple (https://www.notion.so/Golden-Apple-2270220c388480e4af37ea2b2e8960c7?pvs=21), Irradiated Root (https://www.notion.so/Irradiated-Root-2c60220c388480018dabeccf88ef7da7?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,attachment:9024c511-a3d3-4e59-8e55-0e8ba15a85f7:chalkberry_native.png,attachment:f54d3841-aa86-4c0f-8dd4-d25a695b3e7c:golden_apple_native.png,attachment:c56713f3-e376-411c-b09b-89bc86eba035:irr_root.png","9, 9, 8, 6, 6","256,256,128,32,32","36.36%,36.36%,18.18%,4.55%,4.55%",,Radiant Crystal (https://www.notion.so/Radiant-Crystal-2790220c38848067b2bcfb20b859a8b9?pvs=21),"Common,Common,Uncommon,Rare,Rare"
Chunk Butt Floss Sight,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Rock Candyfloss (https://www.notion.so/Rock-Candyfloss-24c0220c3884806d9f5ec51625debbbd?pvs=21), Essence of Sight (https://www.notion.so/Essence-of-Sight-24c0220c388480caa6d3f5f0c46e0143?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:bdcf6335-1412-42df-b177-003622711201:kami_kone_native.png,attachment:01971e6c-f967-4902-91b9-999546372bae:essence_of_sight_native.png","9, 9, 7, 6","256,256,64,32","42.11%,42.11%,10.53%,5.26%",,Geometric Cliffs (https://www.notion.so/Geometric-Cliffs-2790220c38848023ba49dc39520d62f1?pvs=21),"Common,Common,Uncommon,Rare"
Stems Butt Burger,Node,"Dried Stems (https://www.notion.so/Dried-Stems-2270220c388480dbb47fdc0d368e27ce?pvs=21), Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Cheeseburger (https://www.notion.so/Cheeseburger-1980220c38848170aae3c96fe154c10a?pvs=21)","attachment:8dd6198b-9a87-4eb8-95a3-74dc1929d6fb:dried_stems_native.png,attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/34c75407-cf8c-41a8-81b2-fe2697d6f4a7/cheeseburger_native.png","9, 9, 7","256,256,64","44.44%,44.44%,11.11%",,"Reinforced Tunnel (https://www.notion.so/Reinforced-Tunnel-2790220c388480549fc8de6e83644997?pvs=21), Toadstool Platforms (https://www.notion.so/Toadstool-Platforms-2790220c3884802c8ec4d125aeb085b7?pvs=21)","Common,Common,Uncommon"
Chunk Pansy Talisman,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Blue Pansy (https://www.notion.so/Blue-Pansy-2270220c388480748a25f46df50cfd9a?pvs=21), Flash Talisman (https://www.notion.so/Flash-Talisman-24c0220c388480239f9bf2c428cda31d?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:b500b65f-acf6-4ef8-b03f-01b4595fbdb2:blue_pansy_native.png,attachment:66310cc3-e31e-4d2c-8f55-b380b1a68d47:flash_talisman_native.png","9, 8, 5","256,128,16","64%,32%,4%",,Giant's Palm (https://www.notion.so/Giant-s-Palm-2790220c38848064aae2ddb68a5cc941?pvs=21),"Common,Uncommon,Epic"
